"","label","group"
"1000","temp29_1000","29°C"
"1001","temp37_1","37°C"
"1002","temp37_2","37°C"
"1003","temp37_3","37°C"
"1004","temp37_4","37°C"
"1005","temp37_5","37°C"
"1006","temp37_6","37°C"
"1007","temp37_7","37°C"
"1008","temp37_8","37°C"
"1009","temp37_9","37°C"
"1010","temp37_10","37°C"
"1011","temp37_11","37°C"
"1012","temp37_12","37°C"
"1013","temp37_13","37°C"
"1014","temp37_14","37°C"
"1015","temp37_15","37°C"
"1016","temp37_16","37°C"
"1017","temp37_17","37°C"
"1018","temp37_18","37°C"
"1019","temp37_19","37°C"
"1020","temp37_20","37°C"
"1021","temp37_21","37°C"
"1022","temp37_22","37°C"
"1023","temp37_23","37°C"
"1024","temp37_24","37°C"
"1025","temp37_25","37°C"
"1026","temp37_26","37°C"
"1027","temp37_27","37°C"
"1028","temp37_28","37°C"
"1029","temp37_29","37°C"
"1030","temp37_30","37°C"
"1031","temp37_31","37°C"
"1032","temp37_32","37°C"
"1033","temp37_33","37°C"
"1034","temp37_34","37°C"
"1035","temp37_35","37°C"
"1036","temp37_36","37°C"
"1037","temp37_37","37°C"
"1038","temp37_38","37°C"
"1039","temp37_39","37°C"
"1040","temp37_40","37°C"
"1041","temp37_41","37°C"
"1042","temp37_42","37°C"
"1043","temp37_43","37°C"
"1044","temp37_44","37°C"
"1045","temp37_45","37°C"
"1046","temp37_46","37°C"
"1047","temp37_47","37°C"
"1048","temp37_48","37°C"
"1049","temp37_49","37°C"
"1050","temp37_50","37°C"
"1051","temp37_51","37°C"
"1052","temp37_52","37°C"
"1053","temp37_53","37°C"
"1054","temp37_54","37°C"
"1055","temp37_55","37°C"
"1056","temp37_56","37°C"
"1057","temp37_57","37°C"
"1058","temp37_58","37°C"
"1059","temp37_59","37°C"
"1060","temp37_60","37°C"
"1061","temp37_61","37°C"
"1062","temp37_62","37°C"
"1063","temp37_63","37°C"
"1064","temp37_64","37°C"
"1065","temp37_65","37°C"
"1066","temp37_66","37°C"
"1067","temp37_67","37°C"
"1068","temp37_68","37°C"
"1069","temp37_69","37°C"
"1070","temp37_70","37°C"
"1071","temp37_71","37°C"
"1072","temp37_72","37°C"
"1073","temp37_73","37°C"
"1074","temp37_74","37°C"
"1075","temp37_75","37°C"
"1076","temp37_76","37°C"
"1077","temp37_77","37°C"
"1078","temp37_78","37°C"
"1079","temp37_79","37°C"
"1080","temp37_80","37°C"
"1081","temp37_81","37°C"
"1082","temp37_82","37°C"
"1083","temp37_83","37°C"
"1084","temp37_84","37°C"
"1085","temp37_85","37°C"
"1086","temp37_86","37°C"
"1087","temp37_87","37°C"
"1088","temp37_88","37°C"
"1089","temp37_89","37°C"
"1090","temp37_90","37°C"
"1091","temp37_91","37°C"
"1092","temp37_92","37°C"
"1093","temp37_93","37°C"
"1094","temp37_94","37°C"
"1095","temp37_95","37°C"
"1096","temp37_96","37°C"
"1097","temp37_97","37°C"
"1098","temp37_98","37°C"
"1099","temp37_99","37°C"
"1100","temp37_100","37°C"
"1101","temp37_101","37°C"
"1102","temp37_102","37°C"
"1103","temp37_103","37°C"
"1104","temp37_104","37°C"
"1105","temp37_105","37°C"
"1106","temp37_106","37°C"
"1107","temp37_107","37°C"
"1108","temp37_108","37°C"
"1109","temp37_109","37°C"
"1110","temp37_110","37°C"
"1111","temp37_111","37°C"
"1112","temp37_112","37°C"
"1113","temp37_113","37°C"
"1114","temp37_114","37°C"
"1115","temp37_115","37°C"
"1116","temp37_116","37°C"
"1117","temp37_117","37°C"
"1118","temp37_118","37°C"
"1119","temp37_119","37°C"
"1120","temp37_120","37°C"
"1121","temp37_121","37°C"
"1122","temp37_122","37°C"
"1123","temp37_123","37°C"
"1124","temp37_124","37°C"
"1125","temp37_125","37°C"
"1126","temp37_126","37°C"
"1127","temp37_127","37°C"
"1128","temp37_128","37°C"
"1129","temp37_129","37°C"
"1130","temp37_130","37°C"
"1131","temp37_131","37°C"
"1132","temp37_132","37°C"
"1133","temp37_133","37°C"
"1134","temp37_134","37°C"
"1135","temp37_135","37°C"
"1136","temp37_136","37°C"
"1137","temp37_137","37°C"
"1138","temp37_138","37°C"
"1139","temp37_139","37°C"
"1140","temp37_140","37°C"
"1141","temp37_141","37°C"
"1142","temp37_142","37°C"
"1143","temp37_143","37°C"
"1144","temp37_144","37°C"
"1145","temp37_145","37°C"
"1146","temp37_146","37°C"
"1147","temp37_147","37°C"
"1148","temp37_148","37°C"
"1149","temp37_149","37°C"
"1150","temp37_150","37°C"
"1151","temp37_151","37°C"
"1152","temp37_152","37°C"
"1153","temp37_153","37°C"
"1154","temp37_154","37°C"
"1155","temp37_155","37°C"
"1156","temp37_156","37°C"
"1157","temp37_157","37°C"
"1158","temp37_158","37°C"
"1159","temp37_159","37°C"
"1160","temp37_160","37°C"
"1161","temp37_161","37°C"
"1162","temp37_162","37°C"
"1163","temp37_163","37°C"
"1164","temp37_164","37°C"
"1165","temp37_165","37°C"
"1166","temp37_166","37°C"
"1167","temp37_167","37°C"
"1168","temp37_168","37°C"
"1169","temp37_169","37°C"
"1170","temp37_170","37°C"
"1171","temp37_171","37°C"
"1172","temp37_172","37°C"
"1173","temp37_173","37°C"
"1174","temp37_174","37°C"
"1175","temp37_175","37°C"
"1176","temp37_176","37°C"
"1177","temp37_177","37°C"
"1178","temp37_178","37°C"
"1179","temp37_179","37°C"
"1180","temp37_180","37°C"
"1181","temp37_181","37°C"
"1182","temp37_182","37°C"
"1183","temp37_183","37°C"
"1184","temp37_184","37°C"
"1185","temp37_185","37°C"
"1186","temp37_186","37°C"
"1187","temp37_187","37°C"
"1188","temp37_188","37°C"
"1189","temp37_189","37°C"
"1190","temp37_190","37°C"
"1191","temp37_191","37°C"
"1192","temp37_192","37°C"
"1193","temp37_193","37°C"
"1194","temp37_194","37°C"
"1195","temp37_195","37°C"
"1196","temp37_196","37°C"
"1197","temp37_197","37°C"
"1198","temp37_198","37°C"
"1199","temp37_199","37°C"
"1200","temp37_200","37°C"
"1201","temp37_201","37°C"
"1202","temp37_202","37°C"
"1203","temp37_203","37°C"
"1204","temp37_204","37°C"
"1205","temp37_205","37°C"
"1206","temp37_206","37°C"
"1207","temp37_207","37°C"
"1208","temp37_208","37°C"
"1209","temp37_209","37°C"
"1210","temp37_210","37°C"
"1211","temp37_211","37°C"
"1212","temp37_212","37°C"
"1213","temp37_213","37°C"
"1214","temp37_214","37°C"
"1215","temp37_215","37°C"
"1216","temp37_216","37°C"
"1217","temp37_217","37°C"
"1218","temp37_218","37°C"
"1219","temp37_219","37°C"
"1220","temp37_220","37°C"
"1221","temp37_221","37°C"
"1222","temp37_222","37°C"
"1223","temp37_223","37°C"
"1224","temp37_224","37°C"
"1225","temp37_225","37°C"
"1226","temp37_226","37°C"
"1227","temp37_227","37°C"
"1228","temp37_228","37°C"
"1229","temp37_229","37°C"
"1230","temp37_230","37°C"
"1231","temp37_231","37°C"
"1232","temp37_232","37°C"
"1233","temp37_233","37°C"
"1234","temp37_234","37°C"
"1235","temp37_235","37°C"
"1236","temp37_236","37°C"
"1237","temp37_237","37°C"
"1238","temp37_238","37°C"
"1239","temp37_239","37°C"
"1240","temp37_240","37°C"
"1241","temp37_241","37°C"
"1242","temp37_242","37°C"
"1243","temp37_243","37°C"
"1244","temp37_244","37°C"
"1245","temp37_245","37°C"
"1246","temp37_246","37°C"
"1247","temp37_247","37°C"
"1248","temp37_248","37°C"
"1249","temp37_249","37°C"
"1250","temp37_250","37°C"
"1251","temp37_251","37°C"
"1252","temp37_252","37°C"
"1253","temp37_253","37°C"
"1254","temp37_254","37°C"
"1255","temp37_255","37°C"
"1256","temp37_256","37°C"
"1257","temp37_257","37°C"
"1258","temp37_258","37°C"
"1259","temp37_259","37°C"
"1260","temp37_260","37°C"
"1261","temp37_261","37°C"
"1262","temp37_262","37°C"
"1263","temp37_263","37°C"
"1264","temp37_264","37°C"
"1265","temp37_265","37°C"
"1266","temp37_266","37°C"
"1267","temp37_267","37°C"
"1268","temp37_268","37°C"
"1269","temp37_269","37°C"
"1270","temp37_270","37°C"
"1271","temp37_271","37°C"
"1272","temp37_272","37°C"
"1273","temp37_273","37°C"
"1274","temp37_274","37°C"
"1275","temp37_275","37°C"
"1276","temp37_276","37°C"
"1277","temp37_277","37°C"
"1278","temp37_278","37°C"
"1279","temp37_279","37°C"
"1280","temp37_280","37°C"
"1281","temp37_281","37°C"
"1282","temp37_282","37°C"
"1283","temp37_283","37°C"
"1284","temp37_284","37°C"
"1285","temp37_285","37°C"
"1286","temp37_286","37°C"
"1287","temp37_287","37°C"
"1288","temp37_288","37°C"
"1289","temp37_289","37°C"
"1290","temp37_290","37°C"
"1291","temp37_291","37°C"
"1292","temp37_292","37°C"
"1293","temp37_293","37°C"
"1294","temp37_294","37°C"
"1295","temp37_295","37°C"
"1296","temp37_296","37°C"
"1297","temp37_297","37°C"
"1298","temp37_298","37°C"
"1299","temp37_299","37°C"
"1300","temp37_300","37°C"
"1301","temp37_301","37°C"
"1302","temp37_302","37°C"
"1303","temp37_303","37°C"
"1304","temp37_304","37°C"
"1305","temp37_305","37°C"
"1306","temp37_306","37°C"
"1307","temp37_307","37°C"
"1308","temp37_308","37°C"
"1309","temp37_309","37°C"
"1310","temp37_310","37°C"
"1311","temp37_311","37°C"
"1312","temp37_312","37°C"
"1313","temp37_313","37°C"
"1314","temp37_314","37°C"
"1315","temp37_315","37°C"
"1316","temp37_316","37°C"
"1317","temp37_317","37°C"
"1318","temp37_318","37°C"
"1319","temp37_319","37°C"
"1320","temp37_320","37°C"
"1321","temp37_321","37°C"
"1322","temp37_322","37°C"
"1323","temp37_323","37°C"
"1324","temp37_324","37°C"
"1325","temp37_325","37°C"
"1326","temp37_326","37°C"
"1327","temp37_327","37°C"
"1328","temp37_328","37°C"
"1329","temp37_329","37°C"
"1330","temp37_330","37°C"
"1331","temp37_331","37°C"
"1332","temp37_332","37°C"
"1333","temp37_333","37°C"
"1334","temp37_334","37°C"
"1335","temp37_335","37°C"
"1336","temp37_336","37°C"
"1337","temp37_337","37°C"
"1338","temp37_338","37°C"
"1339","temp37_339","37°C"
"1340","temp37_340","37°C"
"1341","temp37_341","37°C"
"1342","temp37_342","37°C"
"1343","temp37_343","37°C"
"1344","temp37_344","37°C"
"1345","temp37_345","37°C"
"1346","temp37_346","37°C"
"1347","temp37_347","37°C"
"1348","temp37_348","37°C"
"1349","temp37_349","37°C"
"1350","temp37_350","37°C"
"1351","temp37_351","37°C"
"1352","temp37_352","37°C"
"1353","temp37_353","37°C"
"1354","temp37_354","37°C"
"1355","temp37_355","37°C"
"1356","temp37_356","37°C"
"1357","temp37_357","37°C"
"1358","temp37_358","37°C"
"1359","temp37_359","37°C"
"1360","temp37_360","37°C"
"1361","temp37_361","37°C"
"1362","temp37_362","37°C"
"1363","temp37_363","37°C"
"1364","temp37_364","37°C"
"1365","temp37_365","37°C"
"1366","temp37_366","37°C"
"1367","temp37_367","37°C"
"1368","temp37_368","37°C"
"1369","temp37_369","37°C"
"1370","temp37_370","37°C"
"1371","temp37_371","37°C"
"1372","temp37_372","37°C"
"1373","temp37_373","37°C"
"1374","temp37_374","37°C"
"1375","temp37_375","37°C"
"1376","temp37_376","37°C"
"1377","temp37_377","37°C"
"1378","temp37_378","37°C"
"1379","temp37_379","37°C"
"1380","temp37_380","37°C"
"1381","temp37_381","37°C"
"1382","temp37_382","37°C"
"1383","temp37_383","37°C"
"1384","temp37_384","37°C"
"1385","temp37_385","37°C"
"1386","temp37_386","37°C"
"1387","temp37_387","37°C"
"1388","temp37_388","37°C"
"1389","temp37_389","37°C"
"1390","temp37_390","37°C"
"1391","temp37_391","37°C"
"1392","temp37_392","37°C"
"1393","temp37_393","37°C"
"1394","temp37_394","37°C"
"1395","temp37_395","37°C"
"1396","temp37_396","37°C"
"1397","temp37_397","37°C"
"1398","temp37_398","37°C"
"1399","temp37_399","37°C"
"1400","temp37_400","37°C"
"1401","temp37_401","37°C"
"1402","temp37_402","37°C"
"1403","temp37_403","37°C"
"1404","temp37_404","37°C"
"1405","temp37_405","37°C"
"1406","temp37_406","37°C"
"1407","temp37_407","37°C"
"1408","temp37_408","37°C"
"1409","temp37_409","37°C"
"1410","temp37_410","37°C"
"1411","temp37_411","37°C"
"1412","temp37_412","37°C"
"1413","temp37_413","37°C"
"1414","temp37_414","37°C"
"1415","temp37_415","37°C"
"1416","temp37_416","37°C"
"1417","temp37_417","37°C"
"1418","temp37_418","37°C"
"1419","temp37_419","37°C"
"1420","temp37_420","37°C"
"1421","temp37_421","37°C"
"1422","temp37_422","37°C"
"1423","temp37_423","37°C"
"1424","temp37_424","37°C"
"1425","temp37_425","37°C"
"1426","temp37_426","37°C"
"1427","temp37_427","37°C"
"1428","temp37_428","37°C"
"1429","temp37_429","37°C"
"1430","temp37_430","37°C"
"1431","temp37_431","37°C"
"1432","temp37_432","37°C"
"1433","temp37_433","37°C"
"1434","temp37_434","37°C"
"1435","temp37_435","37°C"
"1436","temp37_436","37°C"
"1437","temp37_437","37°C"
"1438","temp37_438","37°C"
"1439","temp37_439","37°C"
"1440","temp37_440","37°C"
"1441","temp37_441","37°C"
"1442","temp37_442","37°C"
"1443","temp37_443","37°C"
"1444","temp37_444","37°C"
"1445","temp37_445","37°C"
"1446","temp37_446","37°C"
"1447","temp37_447","37°C"
"1448","temp37_448","37°C"
"1449","temp37_449","37°C"
"1450","temp37_450","37°C"
"1451","temp37_451","37°C"
"1452","temp37_452","37°C"
"1453","temp37_453","37°C"
"1454","temp37_454","37°C"
"1455","temp37_455","37°C"
"1456","temp37_456","37°C"
"1457","temp37_457","37°C"
"1458","temp37_458","37°C"
"1459","temp37_459","37°C"
"1460","temp37_460","37°C"
"1461","temp37_461","37°C"
"1462","temp37_462","37°C"
"1463","temp37_463","37°C"
"1464","temp37_464","37°C"
"1465","temp37_465","37°C"
"1466","temp37_466","37°C"
"1467","temp37_467","37°C"
"1468","temp37_468","37°C"
"1469","temp37_469","37°C"
"1470","temp37_470","37°C"
"1471","temp37_471","37°C"
"1472","temp37_472","37°C"
"1473","temp37_473","37°C"
"1474","temp37_474","37°C"
"1475","temp37_475","37°C"
"1476","temp37_476","37°C"
"1477","temp37_477","37°C"
"1478","temp37_478","37°C"
"1479","temp37_479","37°C"
"1480","temp37_480","37°C"
"1481","temp37_481","37°C"
"1482","temp37_482","37°C"
"1483","temp37_483","37°C"
"1484","temp37_484","37°C"
"1485","temp37_485","37°C"
"1486","temp37_486","37°C"
"1487","temp37_487","37°C"
"1488","temp37_488","37°C"
"1489","temp37_489","37°C"
"1490","temp37_490","37°C"
"1491","temp37_491","37°C"
"1492","temp37_492","37°C"
"1493","temp37_493","37°C"
"1494","temp37_494","37°C"
"1495","temp37_495","37°C"
"1496","temp37_496","37°C"
"1497","temp37_497","37°C"
"1498","temp37_498","37°C"
"1499","temp37_499","37°C"
"1500","temp37_500","37°C"
"1501","temp37_501","37°C"
"1502","temp37_502","37°C"
"1503","temp37_503","37°C"
"1504","temp37_504","37°C"
"1505","temp37_505","37°C"
"1506","temp37_506","37°C"
"1507","temp37_507","37°C"
"1508","temp37_508","37°C"
"1509","temp37_509","37°C"
"1510","temp37_510","37°C"
"1511","temp37_511","37°C"
"1512","temp37_512","37°C"
"1513","temp37_513","37°C"
"1514","temp37_514","37°C"
"1515","temp37_515","37°C"
"1516","temp37_516","37°C"
"1517","temp37_517","37°C"
"1518","temp37_518","37°C"
"1519","temp37_519","37°C"
"1520","temp37_520","37°C"
"1521","temp37_521","37°C"
"1522","temp37_522","37°C"
"1523","temp37_523","37°C"
"1524","temp37_524","37°C"
"1525","temp37_525","37°C"
"1526","temp37_526","37°C"
"1527","temp37_527","37°C"
"1528","temp37_528","37°C"
"1529","temp37_529","37°C"
"1530","temp37_530","37°C"
"1531","temp37_531","37°C"
"1532","temp37_532","37°C"
"1533","temp37_533","37°C"
"1534","temp37_534","37°C"
"1535","temp37_535","37°C"
"1536","temp37_536","37°C"
"1537","temp37_537","37°C"
"1538","temp37_538","37°C"
"1539","temp37_539","37°C"
"1540","temp37_540","37°C"
"1541","temp37_541","37°C"
"1542","temp37_542","37°C"
"1543","temp37_543","37°C"
"1544","temp37_544","37°C"
"1545","temp37_545","37°C"
"1546","temp37_546","37°C"
"1547","temp37_547","37°C"
"1548","temp37_548","37°C"
"1549","temp37_549","37°C"
"1550","temp37_550","37°C"
"1551","temp37_551","37°C"
"1552","temp37_552","37°C"
"1553","temp37_553","37°C"
"1554","temp37_554","37°C"
"1555","temp37_555","37°C"
"1556","temp37_556","37°C"
"1557","temp37_557","37°C"
"1558","temp37_558","37°C"
"1559","temp37_559","37°C"
"1560","temp37_560","37°C"
"1561","temp37_561","37°C"
"1562","temp37_562","37°C"
"1563","temp37_563","37°C"
"1564","temp37_564","37°C"
"1565","temp37_565","37°C"
"1566","temp37_566","37°C"
"1567","temp37_567","37°C"
"1568","temp37_568","37°C"
"1569","temp37_569","37°C"
"1570","temp37_570","37°C"
"1571","temp37_571","37°C"
"1572","temp37_572","37°C"
"1573","temp37_573","37°C"
"1574","temp37_574","37°C"
"1575","temp37_575","37°C"
"1576","temp37_576","37°C"
"1577","temp37_577","37°C"
"1578","temp37_578","37°C"
"1579","temp37_579","37°C"
"1580","temp37_580","37°C"
"1581","temp37_581","37°C"
"1582","temp37_582","37°C"
"1583","temp37_583","37°C"
"1584","temp37_584","37°C"
"1585","temp37_585","37°C"
"1586","temp37_586","37°C"
"1587","temp37_587","37°C"
"1588","temp37_588","37°C"
"1589","temp37_589","37°C"
"1590","temp37_590","37°C"
"1591","temp37_591","37°C"
"1592","temp37_592","37°C"
"1593","temp37_593","37°C"
"1594","temp37_594","37°C"
"1595","temp37_595","37°C"
"1596","temp37_596","37°C"
"1597","temp37_597","37°C"
"1598","temp37_598","37°C"
"1599","temp37_599","37°C"
"1600","temp37_600","37°C"
"1601","temp37_601","37°C"
"1602","temp37_602","37°C"
"1603","temp37_603","37°C"
"1604","temp37_604","37°C"
"1605","temp37_605","37°C"
"1606","temp37_606","37°C"
"1607","temp37_607","37°C"
"1608","temp37_608","37°C"
"1609","temp37_609","37°C"
"1610","temp37_610","37°C"
"1611","temp37_611","37°C"
"1612","temp37_612","37°C"
"1613","temp37_613","37°C"
"1614","temp37_614","37°C"
"1615","temp37_615","37°C"
"1616","temp37_616","37°C"
"1617","temp37_617","37°C"
"1618","temp37_618","37°C"
"1619","temp37_619","37°C"
"1620","temp37_620","37°C"
"1621","temp37_621","37°C"
"1622","temp37_622","37°C"
"1623","temp37_623","37°C"
"1624","temp37_624","37°C"
"1625","temp37_625","37°C"
"1626","temp37_626","37°C"
"1627","temp37_627","37°C"
"1628","temp37_628","37°C"
"1629","temp37_629","37°C"
"1630","temp37_630","37°C"
"1631","temp37_631","37°C"
"1632","temp37_632","37°C"
"1633","temp37_633","37°C"
"1634","temp37_634","37°C"
"1635","temp37_635","37°C"
"1636","temp37_636","37°C"
"1637","temp37_637","37°C"
"1638","temp37_638","37°C"
"1639","temp37_639","37°C"
"1640","temp37_640","37°C"
"1641","temp37_641","37°C"
"1642","temp37_642","37°C"
"1643","temp37_643","37°C"
"1644","temp37_644","37°C"
"1645","temp37_645","37°C"
"1646","temp37_646","37°C"
"1647","temp37_647","37°C"
"1648","temp37_648","37°C"
"1649","temp37_649","37°C"
"1650","temp37_650","37°C"
"1651","temp37_651","37°C"
"1652","temp37_652","37°C"
"1653","temp37_653","37°C"
"1654","temp37_654","37°C"
"1655","temp37_655","37°C"
"1656","temp37_656","37°C"
"1657","temp37_657","37°C"
"1658","temp37_658","37°C"
"1659","temp37_659","37°C"
"1660","temp37_660","37°C"
"1661","temp37_661","37°C"
"1662","temp37_662","37°C"
"1663","temp37_663","37°C"
"1664","temp37_664","37°C"
"1665","temp37_665","37°C"
"1666","temp37_666","37°C"
"1667","temp37_667","37°C"
"1668","temp37_668","37°C"
"1669","temp37_669","37°C"
"1670","temp37_670","37°C"
"1671","temp37_671","37°C"
"1672","temp37_672","37°C"
"1673","temp37_673","37°C"
"1674","temp37_674","37°C"
"1675","temp37_675","37°C"
"1676","temp37_676","37°C"
"1677","temp37_677","37°C"
"1678","temp37_678","37°C"
"1679","temp37_679","37°C"
"1680","temp37_680","37°C"
"1681","temp37_681","37°C"
"1682","temp37_682","37°C"
"1683","temp37_683","37°C"
"1684","temp37_684","37°C"
"1685","temp37_685","37°C"
"1686","temp37_686","37°C"
"1687","temp37_687","37°C"
"1688","temp37_688","37°C"
"1689","temp37_689","37°C"
"1690","temp37_690","37°C"
"1691","temp37_691","37°C"
"1692","temp37_692","37°C"
"1693","temp37_693","37°C"
"1694","temp37_694","37°C"
"1695","temp37_695","37°C"
"1696","temp37_696","37°C"
"1697","temp37_697","37°C"
"1698","temp37_698","37°C"
"1699","temp37_699","37°C"
"1700","temp37_700","37°C"
"1701","temp37_701","37°C"
"1702","temp37_702","37°C"
"1703","temp37_703","37°C"
"1704","temp37_704","37°C"
"1705","temp37_705","37°C"
"1706","temp37_706","37°C"
"1707","temp37_707","37°C"
"1708","temp37_708","37°C"
"1709","temp37_709","37°C"
"1710","temp37_710","37°C"
"1711","temp37_711","37°C"
"1712","temp37_712","37°C"
"1713","temp37_713","37°C"
"1714","temp37_714","37°C"
"1715","temp37_715","37°C"
"1716","temp37_716","37°C"
"1717","temp37_717","37°C"
"1718","temp37_718","37°C"
"1719","temp37_719","37°C"
"1720","temp37_720","37°C"
"1721","temp37_721","37°C"
"1722","temp37_722","37°C"
"1723","temp37_723","37°C"
"1724","temp37_724","37°C"
"1725","temp37_725","37°C"
"1726","temp37_726","37°C"
"1727","temp37_727","37°C"
"1728","temp37_728","37°C"
"1729","temp37_729","37°C"
"1730","temp37_730","37°C"
"1731","temp37_731","37°C"
"1732","temp37_732","37°C"
"1733","temp37_733","37°C"
"1734","temp37_734","37°C"
"1735","temp37_735","37°C"
"1736","temp37_736","37°C"
"1737","temp37_737","37°C"
"1738","temp37_738","37°C"
"1739","temp37_739","37°C"
"1740","temp37_740","37°C"
"1741","temp37_741","37°C"
"1742","temp37_742","37°C"
"1743","temp37_743","37°C"
"1744","temp37_744","37°C"
"1745","temp37_745","37°C"
"1746","temp37_746","37°C"
"1747","temp37_747","37°C"
"1748","temp37_748","37°C"
"1749","temp37_749","37°C"
"1750","temp37_750","37°C"
"1751","temp37_751","37°C"
"1752","temp37_752","37°C"
"1753","temp37_753","37°C"
"1754","temp37_754","37°C"
"1755","temp37_755","37°C"
"1756","temp37_756","37°C"
"1757","temp37_757","37°C"
"1758","temp37_758","37°C"
"1759","temp37_759","37°C"
"1760","temp37_760","37°C"
"1761","temp37_761","37°C"
"1762","temp37_762","37°C"
"1763","temp37_763","37°C"
"1764","temp37_764","37°C"
"1765","temp37_765","37°C"
"1766","temp37_766","37°C"
"1767","temp37_767","37°C"
"1768","temp37_768","37°C"
"1769","temp37_769","37°C"
"1770","temp37_770","37°C"
"1771","temp37_771","37°C"
"1772","temp37_772","37°C"
"1773","temp37_773","37°C"
"1774","temp37_774","37°C"
"1775","temp37_775","37°C"
"1776","temp37_776","37°C"
"1777","temp37_777","37°C"
"1778","temp37_778","37°C"
"1779","temp37_779","37°C"
"1780","temp37_780","37°C"
"1781","temp37_781","37°C"
"1782","temp37_782","37°C"
"1783","temp37_783","37°C"
"1784","temp37_784","37°C"
"1785","temp37_785","37°C"
"1786","temp37_786","37°C"
"1787","temp37_787","37°C"
"1788","temp37_788","37°C"
"1789","temp37_789","37°C"
"1790","temp37_790","37°C"
"1791","temp37_791","37°C"
"1792","temp37_792","37°C"
"1793","temp37_793","37°C"
"1794","temp37_794","37°C"
"1795","temp37_795","37°C"
"1796","temp37_796","37°C"
"1797","temp37_797","37°C"
"1798","temp37_798","37°C"
"1799","temp37_799","37°C"
"1800","temp37_800","37°C"
"1801","temp37_801","37°C"
"1802","temp37_802","37°C"
"1803","temp37_803","37°C"
"1804","temp37_804","37°C"
"1805","temp37_805","37°C"
"1806","temp37_806","37°C"
"1807","temp37_807","37°C"
"1808","temp37_808","37°C"
"1809","temp37_809","37°C"
"1810","temp37_810","37°C"
"1811","temp37_811","37°C"
"1812","temp37_812","37°C"
"1813","temp37_813","37°C"
"1814","temp37_814","37°C"
"1815","temp37_815","37°C"
"1816","temp37_816","37°C"
"1817","temp37_817","37°C"
"1818","temp37_818","37°C"
"1819","temp37_819","37°C"
"1820","temp37_820","37°C"
"1821","temp37_821","37°C"
"1822","temp37_822","37°C"
"1823","temp37_823","37°C"
"1824","temp37_824","37°C"
"1825","temp37_825","37°C"
"1826","temp37_826","37°C"
"1827","temp37_827","37°C"
"1828","temp37_828","37°C"
"1829","temp37_829","37°C"
"1830","temp37_830","37°C"
"1831","temp37_831","37°C"
"1832","temp37_832","37°C"
"1833","temp37_833","37°C"
"1834","temp37_834","37°C"
"1835","temp37_835","37°C"
"1836","temp37_836","37°C"
"1837","temp37_837","37°C"
"1838","temp37_838","37°C"
"1839","temp37_839","37°C"
"1840","temp37_840","37°C"
"1841","temp37_841","37°C"
"1842","temp37_842","37°C"
"1843","temp37_843","37°C"
"1844","temp37_844","37°C"
"1845","temp37_845","37°C"
"1846","temp37_846","37°C"
"1847","temp37_847","37°C"
"1848","temp37_848","37°C"
"1849","temp37_849","37°C"
"1850","temp37_850","37°C"
"1851","temp37_851","37°C"
"1852","temp37_852","37°C"
"1853","temp37_853","37°C"
"1854","temp37_854","37°C"
"1855","temp37_855","37°C"
"1856","temp37_856","37°C"
"1857","temp37_857","37°C"
"1858","temp37_858","37°C"
"1859","temp37_859","37°C"
"1860","temp37_860","37°C"
"1861","temp37_861","37°C"
"1862","temp37_862","37°C"
"1863","temp37_863","37°C"
"1864","temp37_864","37°C"
"1865","temp37_865","37°C"
"1866","temp37_866","37°C"
"1867","temp37_867","37°C"
"1868","temp37_868","37°C"
"1869","temp37_869","37°C"
"1870","temp37_870","37°C"
"1871","temp37_871","37°C"
"1872","temp37_872","37°C"
"1873","temp37_873","37°C"
"1874","temp37_874","37°C"
"1875","temp37_875","37°C"
"1876","temp37_876","37°C"
"1877","temp37_877","37°C"
"1878","temp37_878","37°C"
"1879","temp37_879","37°C"
"1880","temp37_880","37°C"
"1881","temp37_881","37°C"
"1882","temp37_882","37°C"
"1883","temp37_883","37°C"
"1884","temp37_884","37°C"
"1885","temp37_885","37°C"
"1886","temp37_886","37°C"
"1887","temp37_887","37°C"
"1888","temp37_888","37°C"
"1889","temp37_889","37°C"
"1890","temp37_890","37°C"
"1891","temp37_891","37°C"
"1892","temp37_892","37°C"
"1893","temp37_893","37°C"
"1894","temp37_894","37°C"
"1895","temp37_895","37°C"
"1896","temp37_896","37°C"
"1897","temp37_897","37°C"
"1898","temp37_898","37°C"
"1899","temp37_899","37°C"
"1900","temp37_900","37°C"
"1901","temp37_901","37°C"
"1902","temp37_902","37°C"
"1903","temp37_903","37°C"
"1904","temp37_904","37°C"
"1905","temp37_905","37°C"
"1906","temp37_906","37°C"
"1907","temp37_907","37°C"
"1908","temp37_908","37°C"
"1909","temp37_909","37°C"
"1910","temp37_910","37°C"
"1911","temp37_911","37°C"
"1912","temp37_912","37°C"
"1913","temp37_913","37°C"
"1914","temp37_914","37°C"
"1915","temp37_915","37°C"
"1916","temp37_916","37°C"
"1917","temp37_917","37°C"
"1918","temp37_918","37°C"
"1919","temp37_919","37°C"
"1920","temp37_920","37°C"
"1921","temp37_921","37°C"
"1922","temp37_922","37°C"
"1923","temp37_923","37°C"
"1924","temp37_924","37°C"
"1925","temp37_925","37°C"
"1926","temp37_926","37°C"
"1927","temp37_927","37°C"
"1928","temp37_928","37°C"
"1929","temp37_929","37°C"
"1930","temp37_930","37°C"
"1931","temp37_931","37°C"
